id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,children,expenses,purchases,acceptcmpg,generation,first_day,years
8082,1971,graduate,relation,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,1,34,12,0,Gen_X,2024-01-01,11.0
1386,1967,graduate,relation,32474.0,1,1,2014-11-05,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,2,11,11,0,Gen_X,2024-01-01,9.0
9369,1979,post_graduate,single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,1,1274,37,1,Gen_X,2024-01-01,10.0
4477,1958,graduate,relation,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,1,653,22,0,Baby_boomers,2024-01-01,10.0
1357,1970,graduate,relation,74854.0,1,2,2013-08-04,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,3,1562,24,0,Gen_X,2024-01-01,10.0
1402,1954,post_graduate,relation,66991.0,0,0,2012-11-09,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,0,1253,24,0,Baby_boomers,2024-01-01,11.0
10629,1973,post_graduate,relation,52247.25135379061,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,1,109,17,0,Gen_X,2024-01-01,11.0
6312,1959,graduate,relation,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,1,863,37,0,Baby_boomers,2024-01-01,11.0
8132,1975,post_graduate,relation,60631.0,1,1,2013-05-04,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,2,661,31,1,Gen_X,2024-01-01,11.0
1050,1952,graduate,relation,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,0,65,10,0,Baby_boomers,2024-01-01,10.0
5846,1977,graduate,single,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,1,13,10,0,Gen_X,2024-01-01,11.0
1859,1972,post_graduate,relation,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,0,1890,24,0,Gen_X,2024-01-01,11.0
7503,1976,graduate,single,75825.0,0,0,2012-12-10,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,0,2209,26,1,Gen_X,2024-01-01,11.0
10401,1976,post_graduate,relation,26326.0,0,0,2013-04-09,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,0,18,7,0,Gen_X,2024-01-01,11.0
1618,1965,graduate,relation,56046.0,0,0,2013-02-01,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,0,692,29,1,Gen_X,2024-01-01,11.0
3332,1985,graduate,single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,1,165,20,0,Millennial,2024-01-01,11.0
2261,1969,graduate,relation,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,1,16,11,0,Gen_X,2024-01-01,11.0
5346,1973,post_graduate,relation,23559.0,1,0,2013-03-07,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,1,79,16,0,Gen_X,2024-01-01,11.0
4119,1963,post_graduate,relation,38620.0,0,0,2013-11-05,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,0,318,14,0,Baby_boomers,2024-01-01,10.0
535,1987,graduate,single,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,0,778,28,0,Millennial,2024-01-01,10.0
5268,1960,graduate,relation,29440.0,1,1,2013-11-08,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,2,56,14,0,Baby_boomers,2024-01-01,10.0
273,1970,post_graduate,relation,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,2,151,20,1,Gen_X,2024-01-01,10.0
4452,1957,graduate,single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,1,372,24,1,Baby_boomers,2024-01-01,10.0
8504,1973,graduate,relation,79593.0,0,0,2014-12-05,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,0,1366,21,1,Gen_X,2024-01-01,9.0
771,1967,graduate,relation,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,1,194,12,0,Gen_X,2024-01-01,10.0
8996,1957,post_graduate,relation,52247.25135379061,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,3,603,38,0,Baby_boomers,2024-01-01,11.0
9235,1957,graduate,single,52247.25135379061,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,18,11,0,Baby_boomers,2024-01-01,10.0
5798,1973,post_graduate,relation,52247.25135379061,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,0,985,16,0,Gen_X,2024-01-01,10.0
11178,1972,post_graduate,single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,1,32,12,0,Gen_X,2024-01-01,10.0
2230,1970,post_graduate,relation,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,1,43,15,0,Gen_X,2024-01-01,10.0
7516,1983,graduate,relation,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,1,45,12,0,Millennial,2024-01-01,10.0
7247,1960,graduate,single,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,1,606,28,1,Baby_boomers,2024-01-01,11.0
11100,1972,graduate,single,51813.0,1,1,2013-11-04,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,2,63,14,0,Gen_X,2024-01-01,10.0
4646,1951,post_graduate,relation,78497.0,0,0,2013-01-12,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,0,978,27,1,Baby_boomers,2024-01-01,11.0
3037,1983,post_graduate,relation,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,0,410,21,0,Millennial,2024-01-01,11.0
1473,1960,post_graduate,single,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,1,72,15,0,Baby_boomers,2024-01-01,10.0
1016,1959,post_graduate,single,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,1,55,13,0,Baby_boomers,2024-01-01,10.0
4518,1979,graduate,relation,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,1,1169,32,0,Gen_X,2024-01-01,11.0
9370,1945,post_graduate,relation,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,0,1120,20,0,Builder,2024-01-01,11.0
8908,1959,graduate,relation,87195.0,0,0,2014-08-05,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,0,1097,21,0,Baby_boomers,2024-01-01,9.0
8373,1979,under_graduate,relation,24594.0,1,0,2013-10-12,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,1,29,10,0,Gen_X,2024-01-01,10.0
7533,1964,graduate,relation,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,2,187,20,0,Baby_boomers,2024-01-01,10.0
2683,1969,graduate,relation,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,2,910,32,0,Gen_X,2024-01-01,11.0
3629,1978,graduate,single,38557.0,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,1,145,16,0,Gen_X,2024-01-01,11.0
10991,1960,post_graduate,relation,89058.0,0,0,2012-07-12,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,0,850,16,0,Baby_boomers,2024-01-01,11.0
5077,1979,graduate,relation,77298.0,0,1,2013-02-11,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,1,969,27,0,Gen_X,2024-01-01,11.0
7431,1991,post_graduate,single,68126.0,0,0,2012-10-11,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,0,1820,26,1,Millennial,2024-01-01,11.0
3267,1963,post_graduate,relation,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,1,608,26,1,Baby_boomers,2024-01-01,10.0
999,1991,graduate,single,86037.0,0,0,2013-02-01,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,0,730,28,1,Millennial,2024-01-01,11.0
9215,1980,post_graduate,relation,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,1,551,28,0,Millennial,2024-01-01,11.0
2286,1962,graduate,single,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,2,114,14,0,Baby_boomers,2024-01-01,10.0
1592,1970,graduate,relation,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,0,1724,16,1,Gen_X,2024-01-01,10.0
367,1978,post_graduate,relation,36550.0,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,1,577,29,0,Gen_X,2024-01-01,11.0
5234,1967,post_graduate,relation,30753.0,1,1,2013-11-07,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,2,81,12,0,Gen_X,2024-01-01,10.0
9862,1969,graduate,relation,21918.0,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,1,33,13,0,Gen_X,2024-01-01,10.0
9805,1953,post_graduate,relation,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,1,660,26,0,Baby_boomers,2024-01-01,11.0
6205,1967,post_graduate,single,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,1,80,14,0,Gen_X,2024-01-01,10.0
8442,1985,post_graduate,relation,19510.0,2,0,2013-04-09,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,2,30,13,0,Millennial,2024-01-01,11.0
7386,1976,graduate,single,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,1,43,12,0,Gen_X,2024-01-01,11.0
7215,1983,graduate,single,101970.0,0,0,2013-12-03,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,0,1135,29,1,Millennial,2024-01-01,10.0
1491,1965,post_graduate,relation,71488.0,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,0,559,17,0,Gen_X,2024-01-01,11.0
11071,1984,graduate,single,79607.0,0,0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,0,1923,17,0,Millennial,2024-01-01,11.0
3381,1953,post_graduate,relation,54348.0,1,1,2014-08-06,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,2,90,14,0,Baby_boomers,2024-01-01,9.0
8268,1961,post_graduate,relation,52247.25135379061,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,1,404,23,0,Baby_boomers,2024-01-01,10.0
11051,1956,post_graduate,relation,77376.0,1,1,2014-10-05,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,2,661,27,0,Baby_boomers,2024-01-01,9.0
8026,1952,graduate,relation,62998.0,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,1,463,24,0,Baby_boomers,2024-01-01,10.0
433,1958,post_graduate,single,61331.0,1,1,2013-10-03,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,2,632,31,0,Baby_boomers,2024-01-01,10.0
9597,1969,graduate,relation,73448.0,0,0,2014-10-02,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,0,725,23,0,Gen_X,2024-01-01,9.0
1295,1963,graduate,relation,52247.25135379061,0,1,2013-11-08,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,1,725,23,0,Baby_boomers,2024-01-01,10.0
5290,1964,post_graduate,relation,41551.0,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,2,279,24,0,Baby_boomers,2024-01-01,10.0
1685,1967,post_graduate,relation,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,0,1482,26,1,Gen_X,2024-01-01,11.0
5342,1976,under_graduate,single,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,1,29,14,0,Gen_X,2024-01-01,11.0
9579,1959,post_graduate,relation,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,3,106,17,0,Baby_boomers,2024-01-01,10.0
7660,1973,post_graduate,single,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,2,49,11,1,Gen_X,2024-01-01,10.0
1461,1965,post_graduate,single,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,2,38,14,0,Gen_X,2024-01-01,10.0
821,1992,post_graduate,single,92859.0,0,0,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,0,2077,24,0,Millennial,2024-01-01,11.0
11084,1976,post_graduate,relation,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,1,1053,24,0,Gen_X,2024-01-01,10.0
8690,1962,graduate,relation,86111.0,0,0,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,0,1385,25,0,Baby_boomers,2024-01-01,11.0
2937,1974,post_graduate,single,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,1,871,31,0,Gen_X,2024-01-01,10.0
9701,1988,graduate,relation,41883.0,1,0,2013-03-19,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,1,312,19,0,Millennial,2024-01-01,11.0
